Table S3: Norovirus stains used for RdRp P-type analysis ,,,,
P-type|strain name|accession number,,,,
GII.P4|KenepuruNZ327|EF187497,,,,
GII.P4|Langen1061|AY485642,,,,
GII.P4|Mannheim131|GQ303445,,,,
GII.P4|MD145-12|AY032605,,,,
GII.P4|NewOrleans|GU445325,,,,
GII.P4|NewOrleans|JN595867,,,,
GII.P4|Nijmegen115|EF126966,,,,
GII.P4|NSW001P|GQ845367,,,,
GII.P4|OC02198|AB186063,,,,
GII.P4|OC0808608|AB491291,,,,
GII.P4|OCS960352|AB089860,,,,
GII.P4|OxfordB4S2|AY587983,,,,
GII.P4|Seoul0539|FJ913986,,,,
GII.P4|Shimane2|AB541347,,,,
GII.P4|Shimane2|AB541348,,,,
GII.P4|SutherlandNSW505G|GQ845368,,,,
GII.P4|Sydney34897O|DQ078829,,,,
GII.P4|Terneuzen70|EF126964,,,,
GII.P4|TurramurraNSW892U|HM748973,,,,
GII.P4|VA98387|AY038600,,,,
GII.P4|WI-467121|KX354134,,,,
GII.P4|Yerseke|EF126963,,,,
GII.P5|MOH|AF397156,,,,
GII.P5|SaitamaT52|KJ196288,,,,
GII.P6|GZ2010-L96-Guangzhou|JX989075,,,,
GII.P6|SaitamaU16|AB039778,,,,
GII.P6|Beijing55028|GQ856465,,,,
GII.P6|CHDC4073|JX846927,,,,
GII.P7|GoulburnValleyG5175C|DQ379715,,,,
GII.P7|Maizuru8533|GU017903,,,,
GII.P7|OsakaF140|AB258331,,,,
GII.P7|S9c|KC576910,,,,
GII.P7|Saga8610|GU594162,,,,
GII.P7|SaitamaU4|AB039777,,,,
GII.P7|SendaiYG99|KJ196278,,,,
GII.P7|TAKAsanKimchi|KJ196295,,,,
GII.P7|TCHE99-13646|GU930737,,,,
GII.P7|VA97207|AY038599,,,,
GII.P7|OC071182007|AB542917,,,,
GII.P8|CHDC3936|JX846926,,,,
GII.P8|SaitamaU25|AB039780,,,,
GII.P11|OH-QW170|AY823306,,,,
GII.P11|Swine43|AB126320,,,,
GII.P12|5017-34|EU187437,,,,
GII.P12|04-1050|AB220921,,,,
GII.P12|Gifu96|AB045603,,,,
GII.P12|Hiroshima60-1015|AB354299,,,,
GII.P12|Hy-718|KC662537,,,,
GII.P12|Mc37|AY237415,,,,
GII.P12|SaitamaT18|KJ196299,,,,
GII.P12|SaitamaT80|KJ196276,,,,
GII.P12|SaitamaU1|AB039775,,,,
GII.P12|Shenzhen27-06|EU794698,,,,
GII.P12|Sydney426401S|DQ078845,,,,
GII.P12|Vietnam026|AF504671,,,,
GII.P12|WuhanE1762|JQ751034,,,,
GII.P13|Briancon870|EF529741,,,,
GII.P13|PunePC25|EU921354,,,,
GII.P15|Beijing55161|GQ856474,,,,
GII.P15|Hiroshima66|AB360387,,,,
GII.P15|SapporoHK299|KJ196290,,,,
GII.P16|Beijing55171|GQ856476,,,,
GII.P16|Neustrelitz260|AY772730,,,,
GII.P16|OH16002|LC153121,,,,
GII.P16|SaitamaT87|KJ196286,,,,
GII.P16|SantaRosa1764|KY865306,,,,
GII.P16|VannesL23|AY682551,,,,
GII.P17|13BH1|KJ156329,,,,
GII.P17|Kawasaki308|LC037415,,,,
GII.P17|Kawasaki323|AB983218,,,,
GII.P18|OH-QW101|AY823304,,,,
GII.P18|OH-QW125|AY823305,,,,
GII.P20|Gothenburg|EU275779,,,,
GII.P20|Leverkusen267|EU424333,,,,
GII.P21|Beijing55185|GQ856468,,,,
GII.P21|KawasakiYO284|KJ196284,,,,
GII.P21|Picton|AY919139,,,,
GII.P21|PontdeRoide673|AY682549,,,,
GII.P21|Salisbury150|JN899245,,,,
GII.P22|Yuri|AB083780,,,,
GII.P22|MinatoN16|AB233471,,,,
GII.P23|GuatemalaCity3872|MG551869,,,,
GII.P23|Loreto1847|KT290889,,,,
GII.P23|Loreto6422|MG495080,,,,
GII.P23|Quininde1906|KR232647,,,,
GII.P24|EdenPrairie5457|MG495084,,,,
GII.P24|EdenPrairie5458|MG495085,,,,
GII.P24|Loreto1972|KY225989,,,,
GII.P24|Loreto6424|MG495081,,,,
GII.P25|Dhaka1928|MG495083,,,,
GII.P26|Leon4509|KU306738,,,,
GII.P26|Leipzig07788|MF352142,,,,
GII.P27|Loreto0959|MG495077,,,,
GII.P27|Loreto1041|MG495078,,,,
GII.P28|GIRA2HS|KJ196291,,,,
GII.P29|Arg320|AF190817,,,,
GII.P29|SN2000JA|AB190457,,,,
GII.P30|KL109|JX846925,,,,
GII.P30|SnowMountain|AY134748,,,,
GII.P31|CUHK-NS-682|KT589391,,,,
GII.P31|IPH2172-09VG4|JF697282,,,,
GII.P31|PunePC51|EU921388,,,,
GII.P31|Riviera|AB434770,,,,
GII.P31|Sydney|JX459908,,,,
GII.P31|Taipei105|KJ196296,,,,
GII.P31|WoononaNSW3309|JX459907,,,,
GII.P32|S63|AY682550,,,,
GII.P32|HenrytonSP17|MF405169,,,,
GII.P33|NSW199U|GQ845370,,,,
GII.P33|Ascension208|JN797508,,,,
GII.P34|OC97007|AB089882,,,,
GII.P34|SaitamaE24|KF730316,,,,
GII.P35|B17|KC576911,,,,
GII.P35|E3|AY682552,,,,
GII.P36|OC96065|AF315813,,,,
GII.P36|Tokyo|AB684664,,,,
GII.P37|Amsterdam3|KJ194507,,,,
GII.P37|PunePC24|EU921353,,,,
GII.P38|Beijing53931|GQ856469,,,,
GII.P38|Seoul0922|HM635128,,,,
GII.P39|CHDC5191|FJ537134,,,,
GII.P39|CHDC4871|FJ537138,,,,
GII.P40|Hokkaido133|AB212306,,,,
GII.P40|OsakaNI|DQ366347,,,,
GII.P40|SaitamaT49|KJ196277,,,,
GII.P41|GoulburnValleyG5175B|DQ379714,,,,
GII.P41|HK71|JX846924,,,,
GII.PNA1|Loreto1257|MG495079,,,,
GII.PNA2|PNV06929|MG706448,,,,
GII.PNA3|CHDC2094|FJ537135,,,,
GII.PNA4|Sw918|AB074893,,,,
GII.PNA5|Dhaka1940|MG495082,,,,
GII.PNA6|Arg13099|KX061540,,,,
GII.PNA7|No35-Saitama-99-1|LC342059,,,,
GII.PNA8|Empangeni-10403|KR904229,,,,
GII.PNA9|Arg 15813|MK733205,,,,
,,,,
GIII.P1|Jena|AJ011099,,,,
GIII.P2|Newbury2|AF097917,,,,
,,,,
GIV.P1|FtLauderdale|AF414426,,,,
GIV.P1|CCDC-GR1113-5|KC894731,,,,
GIV.P1|Italy-980|FM865412,,,,
GIV.P1|NSW268O|JQ613567,,,,
GIV.PNA1|WI7002|KX907728,,,,
,,,,
GV.P1|MNV1|AY228235,,,,
GV.P2|HKU-CT2|JX486101,,,,
,,,,
GVI.P1|Bari-91|FJ875027,,,,
GVI.P1|Pistoia-387|EF450827,,,,
GVI.P1|77-13|KT245136,,,,
GVI.P1|CU081210E|JF781268,,,,
GVI.P1|FD210|JF939046,,,,
GVI.P2|C33-Viseu|GQ443611,,,,
GVI.P2|FD53|JF930689,,,,
GVI.P2|63.15|KY486329,,,,
GVI.P2|5010|KY486328,,,,
,,,,
GVII.P1|HKU_Ca026F|FJ692500,,,,
GVII.P1|HKU_Ca035F|FJ692501,,,,
,,,,
GX.P1|Bat-YN2010|KJ790198,,,,
GX.P1|Bat-NPIH26|MF373609,,,,
,,,,
GNA1.P1|HP120906|KP987888,,,,
,,,,
GNA2.P1|PF080916|MG572715,,,,
GNA2.P1|PF090207|MG572716,,,,
