AY502006.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.16;GII.16
AY502009.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.17;GII.17
AY502010.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.16;GII.16
AY502023.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.4;GII.4_Farmington Hills
AY675554.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.21;GII.21
AY823303.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.11;GII.11
AY823304.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.18;GII.18
AY823306.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.19;GII.19
AY823307.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.19;GII.19
AY883096.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.4;GII.4_Hunter
DQ379714.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.13;GII.13
DQ379715.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.9;GII.9
DQ438972.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.17;GII.17
EF126962.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.4;GII.4_Hunter
EF126963.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.4;GII.4_Yerseke
EF126965.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.4;GII.4_Den Haag
EF547402.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.7;GII.7
EU373815.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.20;GII.20
EU424333.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.20;GII.20
EU448333.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.18;GII.18
GQ266691.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.4;GII.4_Yerseke
GQ845368.2	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.4;GII.4_Osaka
GQ856469.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.25;GII.25
GU017903.2	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.14;GII.14
GU445325.2	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.4;GII.4_New Orleans
HM633213.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.6;GII.6
JN400623.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.4;GII.4_New Orleans
JN797508.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.1;GII.1
JN899242.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.13;GII.13
JN899246.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.4;GII.4_Den Haag
JX459908.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.4;GII.4_Sydney
JX846927.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.6;GII.6
JX989075.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.6;GII.6
KC576910.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.6;GII.6
KJ156329.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.17;GII.17
KJ196284.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.21;GII.21
KJ196286.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.17;GII.17
KJ196299.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.12;GII.12
KR232647.2	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.23;GII.23
KT290889.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.23;GII.23
KT589391.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.17;GII.17
KU306738.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.26;GII.26
KX354134.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.4;GII.4_Sydney
KY225989.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.24;GII.24
LC037415.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.17;GII.17
LC153121.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.4;GII.4_Sydney
MF352142.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.26;GII.26
MG495077.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.27;GII.27
MG495078.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.27;GII.27
MG495079.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.NA1;GII.NA1
MG495082.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.22;GII.22
MG495083.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.25;GII.25
MG495084.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.24;GII.24
MG551869.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.23;GII.23
MG706448.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.NA2;GII.NA2
MK733205.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.27;GII.27
U02030.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.3;GII.3
U07611.2	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.1;GII.1
U46500.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.4;GII.4_Camberwell
X76716.1	Pisoniviricetes;Picornavirales;Picornavirales;Picornavirales;GII;GII.4;GII.4_Bristol
X81879.1	Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;GII;GII.2;GII.2
